,Datetime,Tweet Id,Text,Username,User Location,Reply Count,Retweet Count,Like Count,Quote Count
0,2021-04-09 15:09:10+00:00,1380538282656825344,"To combat inequities like food deserts and economic disparity, we join with community partners to ensure every box has essentials like produce, proteins, and pantry staples. With programs like these, the children in our community are able to thrive in their classrooms every day!",OpShoestring,"Jackson, MS",0,0,0,0
1,2021-01-13 20:03:16+00:00,1349446937720848385,I will continue to work with the Center and other stakeholders to develop innovative strategies to bring more sources of healthy food to the state’s underserved areas and to eliminate “food deserts” in the state.,jerameyanderson,"Mississippi, USA",1,1,3,0
2,2020-06-02 19:45:56+00:00,1267905306899681286,"@JXHNCOLD @Reyani_Amariae It does matter the reason. You do understand poverty, placing gang members in close proximity, food deserts and more are not just a coincidence in most predominantly black neighborhoods? This is done purposely causing “black on black” crime. But her statement still remains",Kay__Stackss,,2,1,7,0
3,2020-04-02 12:35:37+00:00,1245691353994067969,"@WxDiz In some places many, many miles. (We have food deserts) That plays into it. But wouldn’t that also play into rural areas all across the country including the areas that aren’t red?",MarshallRamsey,Somewhere in Mississippi.,0,0,1,0
4,2020-02-06 20:00:31+00:00,1225509596015595521,I will continue to work with the Center and other stakeholders to develop innovative strategies to bring more sources of healthy food to the state’s underserved areas and to eliminate “food deserts” in the state.,jerameyanderson,"Mississippi, USA",1,0,1,0
5,2019-11-03 23:55:38+00:00,1191141919604256768,@HoodForGovernor I work in health care in one of N MS's USDA-designated food deserts. My patients have trouble affording to buy fresh fruits and vegetables. This makes it harder for us health care professionals to fight diabetes and hypertension. I support reducing or eliminating the grocery tax.,cknunnally,"Ripley, MS",0,1,8,1
